obs_times,source_counts,compare_counts,test_counts,source_relative_flux,test_relative_flux
2025-06-29 05:18:51.360,17256.96867558948,206783.76274081777,88568.0640971735,0.08345417670544722,0.4283124696216331
2025-06-29 05:19:08.670,16902.922333810042,206379.78023035242,88619.68066542699,0.08190202700547365,0.4294009837907252
2025-06-29 05:19:26.050,17568.731747514514,207188.96049215886,89076.39549097963,0.08479569425794484,0.4299282899985917
2025-06-29 05:19:43.420,17178.533290199728,206844.3932792928,90193.85051420497,0.08305051453342667,0.43604687119761676
2025-06-29 05:20:00.690,17658.222495883907,208914.35857637183,88960.6757047614,0.0845237379384274,0.42582365477880957
2025-06-29 05:20:18.130,17048.413250217116,203173.50670352168,86402.52635252463,0.08391061180577443,0.4252647294147775
2025-06-29 05:20:35.540,17237.613272679737,201780.36405023764,90030.45350382896,0.08542760517761805,0.44618044935935347
2025-06-29 05:20:52.830,16958.771892225104,200899.4644622191,87109.88973798335,0.0844142214994025,0.4335994123785488
2025-06-29 05:21:10.210,17368.34242371787,206774.18045248365,88746.3291970245,0.08399666914752485,0.4291944429561807
2025-06-29 05:21:27.560,16977.20632587522,206378.96890171332,87564.43803715517,0.08226228872167933,0.4242895412412743
2025-06-29 05:21:44.920,16927.457691317784,203800.39062000316,87083.97357783979,0.08305900513645209,0.4273003271137618
2025-06-29 05:22:02.220,16456.39347008804,208885.82474774765,87529.05680755418,0.07878176266848613,0.4190282270865198
2025-06-29 05:22:19.500,17063.08245852727,210683.10495941585,87934.5678866119,0.08098932499506381,0.417378355533306
2025-06-29 05:22:36.800,17237.444409624946,206141.27803372598,88948.24123171251,0.08361956699814772,0.4314916550442655
2025-06-29 05:22:54.080,16640.762724429806,204441.95207675145,88348.23057566474,0.08139602735833075,0.43214335256639064
2025-06-29 05:23:11.380,17071.71546068396,204950.3270602894,89240.80075969588,0.0832968441941644,0.4354264862111895
2025-06-29 05:23:28.670,17051.688380541236,205540.47612577927,89311.7167901202,0.08296024560197358,0.43452130925038057
2025-06-29 05:23:46.000,17924.986794238168,208642.1997310233,89938.21087548013,0.08591256618913454,0.43106433401980226
2025-06-29 05:24:03.320,16725.046663570643,204921.05198478457,87207.8858876384,0.08161702519862372,0.4255682129433613
2025-06-29 05:24:20.690,17479.093680586935,205723.8692060243,90701.66333857665,0.08496385834101883,0.44089032395041394
2025-06-29 05:24:37.970,17863.716652930016,207163.4818581512,88227.41140413932,0.0862300463995949,0.42588303021741214
2025-06-29 05:24:55.300,17498.42127852505,207430.60590098338,89088.63267181558,0.08435795288028947,0.42948644094662614
2025-06-29 05:25:12.660,17895.031464117284,207016.58278686015,88544.24353774253,0.08644250244697367,0.42771570444144463
2025-06-29 05:25:29.970,17290.28256212408,207960.98989123013,89733.85328022398,0.08314195162836752,0.4314936821908642
2025-06-29 05:25:47.370,16566.533122474277,204798.12179184938,87758.57098150326,0.08089201686777187,0.4285125772330003
2025-06-29 05:26:04.740,17688.74771905817,202721.7570816232,86888.59782731319,0.08725628651657767,0.42861012590932046
2025-06-29 05:26:22.040,17607.653421155246,202758.06306723156,89836.77362983293,0.08684070638077071,0.44307374153620904
2025-06-29 05:26:39.380,17700.155002348416,204272.93320902108,88893.58973971273,0.08664953659933416,0.43517067260571857
2025-06-29 05:26:56.750,18124.22973653895,204222.22188310372,89420.71989752007,0.08874758862878895,0.4378598914113483
2025-06-29 05:27:14.080,18130.29403655559,204556.66860437853,89405.41913986605,0.0886321338739651,0.43706919823171353
2025-06-29 05:27:31.410,17594.849054657687,207012.17521594738,89498.92135196882,0.08499427164756564,0.43233650995941125
2025-06-29 05:27:48.730,18727.35301756854,204660.42605304508,89770.88965872863,0.09150451496037967,0.43863335667766706
2025-06-29 05:28:06.150,17645.486493104472,208614.06258360195,89276.16241795252,0.08458435771094316,0.4279489182670759
2025-06-29 05:28:23.480,17545.821207446403,202936.23407179047,86357.94854483355,0.08645977534617802,0.42554228395843624
2025-06-29 05:28:40.780,17744.936565394986,203285.49721936477,88268.36055013849,0.08729071580667891,0.4342088430188818
2025-06-29 05:28:58.100,17941.712381970636,205714.64440099132,88564.0807634144,0.08721650534026919,0.43051908638443837
2025-06-29 05:29:15.460,17887.44510601915,204029.64683576534,88483.3015121322,0.0876708134500558,0.4336786485905024
2025-06-29 05:29:32.800,18484.1817742708,207631.52066615885,86880.32042725723,0.0890239676276834,0.4184351207779675
2025-06-29 05:29:50.120,18328.32385742737,204998.62755513313,88312.79675070722,0.08940705640820976,0.4307970146139443
2025-06-29 05:30:07.430,18298.588246331703,205207.71134697634,87222.12019503178,0.0891710556402603,0.4250430923014968
2025-06-29 05:30:24.740,18659.624585162648,206423.6934476225,88417.72665413297,0.09039478111022803,0.4283312888041503
2025-06-29 05:30:42.110,18840.737684639513,204970.16444785168,88070.10793592731,0.09191941537146474,0.4296728168861572
2025-06-29 05:30:59.470,18392.438615032952,206482.87778024847,87790.80985609672,0.08907488510794244,0.4251723474598654
2025-06-29 05:31:16.790,18974.289520670547,203764.40913059888,89396.92526530658,0.09311876201358275,0.43872688879641064
2025-06-29 05:31:34.110,19041.92790338357,205828.93546488739,89157.14667764348,0.09251336727936367,0.4331613846045126
2025-06-29 05:31:51.430,18983.87258313613,207173.49952431707,89057.45439722035,0.09163272632225769,0.42986894849824747
2025-06-29 05:32:08.770,19345.545590517722,204026.04595289082,89948.03820804981,0.09481899970254076,0.44086546787667796
2025-06-29 05:32:26.030,19343.530592277042,205644.71251677017,88119.18785148318,0.09406286383706361,0.4285020838758357
2025-06-29 05:32:43.330,19031.46355198693,205980.8530458646,88628.62132263999,0.09239433311672565,0.43027601843607055
2025-06-29 05:33:00.680,19039.531903931886,201614.5976612951,88346.62146742808,0.09443528457159427,0.4381955597076709
2025-06-29 05:33:18.010,19468.094979021305,206071.49236984947,87863.27718233046,0.09447252870902051,0.4263727901996105
2025-06-29 05:33:35.330,19421.997686542953,204478.4742463963,88198.93221364234,0.09498309178079777,0.4313360246778971
2025-06-29 05:33:52.630,20743.744602068626,207745.97441804217,88773.80788735992,0.09985148766505816,0.42731902813540223
2025-06-29 05:34:10.030,20851.906605432985,205961.87664876634,89315.7422265141,0.1012415838538529,0.4336518178984513
2025-06-29 05:34:27.370,20218.929669895944,206308.45220114588,90825.80247154005,0.09800339954168705,0.44024276030623816
2025-06-29 05:34:44.700,21212.027377579878,205088.93082537357,88972.43934035703,0.10342843610434158,0.43382370263617065
2025-06-29 05:35:02.090,21182.28605227395,202783.82614590024,88885.09490379598,0.10445747303847389,0.4383243801694734
2025-06-29 05:35:19.420,21200.220088107093,206293.36070217553,88852.08581013468,0.1027673407226795,0.4307074425842037
2025-06-29 05:35:36.780,21613.81570174248,208261.59727820268,89580.27843167353,0.10378205096002426,0.4301334456395687
2025-06-29 05:35:54.110,21474.354258001946,206791.3479882631,88557.04249351806,0.10384551610554214,0.4282434606429681
2025-06-29 05:36:11.400,21973.346988986337,203520.475073702,89994.18390195616,0.107966272096353,0.44218737141492065
2025-06-29 05:36:28.750,21901.33188548406,208218.98086336916,86999.75684200285,0.10518412776141411,0.41782817532418465
2025-06-29 05:36:46.070,22899.55114593533,203519.4727487795,87246.82639843281,0.11251774012898556,0.428690312627375
2025-06-29 05:37:03.460,22066.876987982134,202481.55274963396,88718.36569981932,0.10898216004530331,0.43815530103879896
2025-06-29 05:37:20.870,23378.84921186691,205096.41114935337,88454.06104155575,0.11398955779310144,0.43128039416127356
2025-06-29 05:37:38.220,23297.123611845585,203323.31474769214,88265.92992662455,0.11458166340026199,0.43411612699780866
2025-06-29 05:37:55.480,24098.094924480578,203804.03525030674,89252.45494663235,0.11824150044371758,0.4379327172644783
2025-06-29 05:38:12.810,24421.979653540766,203203.25605976416,88759.21210315899,0.1201849819097289,0.43680014692802954
2025-06-29 05:38:30.150,24152.43205643556,205734.44326323475,88263.48626290442,0.11739615240571465,0.42901657526529163
2025-06-29 05:38:47.580,25084.309191480184,205740.7234455395,89683.38227797559,0.12192194511321486,0.43590486499730413
2025-06-29 05:39:04.900,25728.57098782438,204073.91986537742,89043.31542960776,0.1260747625409307,0.4363287356284794
2025-06-29 05:39:22.200,25303.63778048415,202951.0246489148,88786.20477766442,0.12467854165435696,0.4374760114232277
2025-06-29 05:39:39.450,26115.612063511966,204541.48030525132,87558.00079917857,0.1276788063943697,0.4280696544706225
2025-06-29 05:39:56.730,26458.51374528952,207350.14150463569,87530.17248653223,0.1276030657770156,0.42213702798256997
2025-06-29 05:40:14.180,25906.89516482316,204901.716821583,87216.62655259177,0.1264357154575793,0.4256510287248357
2025-06-29 05:40:31.530,27247.70013921592,204372.03401733376,88155.59927826785,0.13332401505043942,0.43134864171675735
2025-06-29 05:40:48.850,27017.751433300924,204524.78614078503,88947.86785201715,0.13210013291349051,0.43490018755374577
2025-06-29 05:41:06.120,26618.47707529025,203045.09598946286,87360.76216274918,0.13109638007052202,0.4302530023541313
2025-06-29 05:41:23.490,26968.683461633325,201559.3007526106,89089.5855740049,0.13380024320849418,0.4420018587152744
2025-06-29 05:41:40.780,27292.748614255815,204528.00865429314,89419.6104702786,0.13344259690313534,0.4371998292978131
2025-06-29 05:41:58.080,27313.30789497488,203421.46081949878,88653.0166214421,0.13426954946120803,0.43580955649564557
